Order ID,Order Date,Ship Date,Ship Mode,Customer ID
US-2015-103905,2015-07-14,2015-07-20,Standard Class,AW-10930
CA-2016-129854,2016-08-22,2016-08-26,Standard Class,RB-19705
CA-2015-125556,2015-11-14,2015-11-16,Second Class,ML-17410
CA-2017-162313,2017-11-27,2017-11-30,First Class,VB-21745
CA-2018-107874,2018-11-21,2018-11-25,Standard Class,SW-20275
CA-2018-129378,2018-10-01,2018-10-02,First Class,NS-18505
CA-2015-151953,2015-09-20,2015-09-25,Standard Class,DB-13555
CA-2018-130841,2018-07-28,2018-08-01,Standard Class,MH-17620
CA-2016-131884,2016-12-06,2016-12-06,Same Day,DK-13375
CA-2018-121909,2018-07-31,2018-08-05,Standard Class,EA-14035
CA-2017-106383,2017-03-19,2017-03-21,Second Class,BT-11440
CA-2018-130771,2018-07-29,2018-08-03,Standard Class,LA-16780
CA-2017-139157,2017-10-01,2017-10-05,Standard Class,GM-14680
CA-2015-128055,2015-03-31,2015-04-05,Standard Class,AA-10315
CA-2018-157091,2018-06-26,2018-07-01,Standard Class,DB-13405
CA-2018-132122,2018-07-09,2018-07-14,Standard Class,JH-15820
CA-2016-123232,2016-12-14,2016-12-16,Second Class,DJ-13630
CA-2018-104066,2018-12-05,2018-12-10,Standard Class,QJ-19255
CA-2016-145849,2016-09-15,2016-09-17,Second Class,CT-11995
CA-2017-122322,2017-07-15,2017-07-21,Standard Class,RH-19510
CA-2018-166849,2018-04-20,2018-04-26,Standard Class,SJ-20125
CA-2017-146633,2017-11-15,2017-11-17,Second Class,TG-21310
US-2017-126893,2017-11-26,2017-12-01,Standard Class,CT-11995
CA-2018-103380,2018-11-21,2018-11-25,Standard Class,BF-11005
CA-2016-116092,2016-02-15,2016-02-18,Second Class,JM-16195
CA-2017-117849,2017-04-15,2017-04-17,Second Class,JK-16120
CA-2016-169201,2016-09-28,2016-10-01,First Class,HG-14965
CA-2017-164091,2017-09-17,2017-09-22,Standard Class,LA-16780
CA-2018-105214,2018-06-16,2018-06-19,First Class,TS-21610
CA-2016-117611,2016-11-08,2016-11-10,Second Class,MZ-17335
US-2016-137960,2016-12-18,2016-12-18,Same Day,MW-18220
CA-2018-122994,2018-02-06,2018-02-09,First Class,MV-17485
CA-2017-131065,2017-11-14,2017-11-16,Second Class,AA-10375
CA-2018-149146,2018-10-12,2018-10-12,Same Day,SM-20320
CA-2018-137470,2018-09-17,2018-09-17,Same Day,TP-21415
CA-2018-105480,2018-12-20,2018-12-26,Standard Class,DK-13225
CA-2018-164917,2018-12-02,2018-12-07,Standard Class,MK-17905
CA-2016-102036,2016-09-21,2016-09-27,Standard Class,CS-12130
CA-2016-142944,2016-03-06,2016-03-11,Standard Class,JL-15850
CA-2015-157882,2015-10-03,2015-10-08,Second Class,AR-10405
CA-2015-104283,2015-06-27,2015-07-01,Standard Class,LM-17065
CA-2018-142622,2018-10-30,2018-11-02,First Class,JK-15625
CA-2017-132143,2017-09-03,2017-09-05,First Class,FM-14215
CA-2016-153108,2016-03-05,2016-03-09,Standard Class,SF-20200
CA-2017-112676,2017-05-05,2017-05-08,First Class,PJ-18835
CA-2018-165687,2018-11-17,2018-11-23,Standard Class,CS-12355
US-2018-112928,2018-06-01,2018-06-05,Second Class,BB-10990
CA-2018-143343,2018-06-10,2018-06-13,First Class,BW-11200
CA-2018-115154,2018-01-08,2018-01-11,First Class,RS-19420
CA-2016-149342,2016-04-20,2016-04-25,Standard Class,TS-21160
CA-2016-130995,2016-11-01,2016-11-06,Standard Class,QJ-19255
CA-2018-127929,2018-12-23,2018-12-27,Standard Class,FM-14215
CA-2016-113145,2016-11-01,2016-11-05,Standard Class,VD-21670
CA-2015-162362,2015-11-14,2015-11-18,Standard Class,JL-15505
CA-2017-106558,2017-01-17,2017-01-21,Standard Class,DL-13495
CA-2018-157931,2018-09-17,2018-09-22,Second Class,MO-17800
CA-2017-115574,2017-12-23,2017-12-24,First Class,BP-11185
CA-2016-160794,2016-08-06,2016-08-08,First Class,MS-17980
CA-2018-116225,2018-11-05,2018-11-09,Standard Class,SV-20935
US-2018-120418,2018-06-11,2018-06-12,First Class,BC-11125
CA-2018-122035,2018-07-20,2018-07-25,Standard Class,EM-13825
CA-2016-117828,2016-12-23,2016-12-26,First Class,BD-11500
CA-2018-165491,2018-03-20,2018-03-24,Standard Class,HW-14935
CA-2016-109470,2016-12-31,2017-01-03,Second Class,KC-16255
CA-2016-105102,2016-09-15,2016-09-19,Second Class,BM-11575
CA-2018-138422,2018-09-23,2018-09-26,First Class,KN-16705
US-2016-147739,2016-12-25,2016-12-29,Standard Class,JD-16150
CA-2017-155187,2017-09-24,2017-09-26,Second Class,LA-16780
CA-2018-169285,2018-03-21,2018-03-25,Standard Class,RW-19690
CA-2015-140886,2015-09-30,2015-10-04,Standard Class,KW-16570
CA-2018-152695,2018-12-10,2018-12-10,Same Day,CC-12220
CA-2015-110639,2015-08-23,2015-08-23,Same Day,RH-19495
CA-2015-121727,2015-08-19,2015-08-24,Standard Class,JK-15625
CA-2017-137736,2017-11-10,2017-11-15,Standard Class,DC-13285
US-2015-143231,2015-12-31,2016-01-03,First Class,GM-14455
US-2015-155894,2015-07-26,2015-07-30,Second Class,CL-11890
CA-2017-119025,2017-02-22,2017-02-28,Standard Class,PV-18985
CA-2017-159373,2017-03-13,2017-03-18,Standard Class,LT-17110
CA-2018-109701,2018-12-02,2018-12-03,Same Day,AM-10360
CA-2016-111514,2016-08-31,2016-09-02,First Class,SC-20260
US-2015-148838,2015-03-17,2015-03-21,Standard Class,CP-12340
CA-2018-136497,2018-04-16,2018-04-20,Standard Class,RF-19840
US-2017-108637,2017-03-13,2017-03-18,Standard Class,AB-10060
CA-2015-102295,2015-11-24,2015-11-26,Second Class,EH-13990
CA-2018-123659,2018-02-10,2018-02-13,First Class,MN-17935
US-2017-129469,2017-09-23,2017-09-27,Standard Class,KL-16555
CA-2018-155152,2018-07-07,2018-07-09,Second Class,MP-17965
CA-2017-159940,2017-07-07,2017-07-11,Second Class,BF-11020
CA-2018-119669,2018-01-24,2018-01-30,Standard Class,TP-21130
US-2015-164616,2015-08-19,2015-08-21,Second Class,MS-17770
CA-2016-148628,2016-12-06,2016-12-11,Standard Class,KM-16375
CA-2017-118052,2017-05-06,2017-05-10,Standard Class,BE-11455
US-2018-117534,2018-03-25,2018-03-26,First Class,CV-12295
CA-2016-145065,2016-12-12,2016-12-15,First Class,DK-13375
US-2016-127040,2016-12-06,2016-12-10,Standard Class,SG-20605
CA-2017-128111,2017-03-17,2017-03-23,Standard Class,CS-12355
CA-2016-137897,2016-11-14,2016-11-19,Standard Class,PJ-18835
CA-2018-169264,2018-08-14,2018-08-16,Second Class,NP-18700
CA-2018-147361,2018-09-09,2018-09-15,Standard Class,SB-20290
CA-2018-145877,2018-04-01,2018-04-04,Second Class,AS-10090
US-2017-110170,2017-09-27,2017-10-03,Standard Class,HM-14860
CA-2018-108574,2018-10-07,2018-10-11,Standard Class,MG-18145
CA-2018-144589,2018-01-20,2018-01-25,Standard Class,TM-21010
CA-2018-155985,2018-03-23,2018-03-25,First Class,BE-11335
CA-2015-162684,2015-08-01,2015-08-06,Standard Class,AS-10630
CA-2016-142041,2016-06-07,2016-06-09,Second Class,EM-13810
CA-2015-151295,2015-11-12,2015-11-16,Standard Class,JA-15970
CA-2017-156300,2017-12-29,2018-01-02,Standard Class,TB-21595
CA-2016-146087,2016-07-06,2016-07-11,Standard Class,PP-18955
CA-2018-168655,2018-10-12,2018-10-18,Standard Class,ML-18040
CA-2017-107202,2017-05-21,2017-05-28,Standard Class,LC-16930
CA-2018-159597,2018-11-09,2018-11-14,Standard Class,MC-17590
CA-2017-155551,2017-04-18,2017-04-23,Standard Class,CR-12580
US-2018-147669,2018-12-25,2018-12-30,Standard Class,SV-20935
CA-2017-169922,2017-06-11,2017-06-17,Standard Class,MZ-17515
CA-2018-100748,2018-05-13,2018-05-20,Standard Class,RB-19795
CA-2018-129805,2018-12-28,2019-01-02,Standard Class,HM-14860
CA-2015-148586,2015-03-25,2015-04-01,Standard Class,AZ-10750
US-2018-112613,2018-05-28,2018-06-01,Standard Class,JH-15910
CA-2016-154746,2016-11-14,2016-11-17,First Class,PJ-18835
CA-2018-140053,2018-07-03,2018-07-10,Standard Class,CA-12265
CA-2015-164210,2015-11-18,2015-11-20,Second Class,PW-19240
CA-2018-139948,2018-07-17,2018-07-22,Standard Class,SW-20455
CA-2017-146934,2017-05-22,2017-05-27,Standard Class,AF-10870
CA-2016-100573,2016-09-25,2016-10-01,Standard Class,AM-10705
CA-2017-119165,2017-10-31,2017-11-06,Standard Class,BD-11320
CA-2016-128027,2016-09-14,2016-09-17,Second Class,CM-12385
CA-2017-140207,2017-11-05,2017-11-10,Standard Class,CS-12400
CA-2018-140949,2018-03-17,2018-03-22,Second Class,DB-13405
CA-2018-138548,2018-08-15,2018-08-21,Standard Class,JG-15160
CA-2016-142419,2016-07-11,2016-07-13,Second Class,SC-20380
CA-2018-148691,2018-12-03,2018-12-09,Standard Class,CS-12460
CA-2018-128755,2018-05-04,2018-05-08,Standard Class,MK-18160
US-2017-135923,2017-01-22,2017-01-28,Standard Class,CM-11935
CA-2017-114972,2017-11-03,2017-11-06,First Class,PF-19225
CA-2018-102750,2018-09-04,2018-09-08,Second Class,GM-14695
CA-2015-145212,2015-09-13,2015-09-19,Standard Class,DC-12850
CA-2018-141992,2018-06-19,2018-06-25,Standard Class,FO-14305
CA-2018-147956,2018-12-24,2018-12-31,Standard Class,AH-10210
CA-2018-126067,2018-08-28,2018-09-03,Standard Class,KN-16705
CA-2016-104514,2016-01-02,2016-01-04,Second Class,CB-12535
CA-2016-141040,2016-10-09,2016-10-13,Second Class,TB-21250
CA-2015-113579,2015-12-13,2015-12-15,Second Class,KD-16345
CA-2015-144624,2015-11-19,2015-11-23,Standard Class,JM-15865
CA-2017-146206,2017-09-10,2017-09-14,Second Class,KT-16480
CA-2015-136644,2015-06-16,2015-06-22,Standard Class,SC-20575
CA-2016-122371,2016-09-26,2016-10-01,Standard Class,BS-11800
CA-2017-126935,2017-05-19,2017-05-24,Standard Class,BT-11395
US-2018-133781,2018-06-22,2018-06-23,First Class,DC-12850
CA-2018-131618,2018-06-17,2018-06-20,First Class,LS-17200
CA-2017-149482,2017-11-14,2017-11-19,Standard Class,RR-19315
CA-2015-143917,2015-07-25,2015-07-27,Second Class,KL-16645
CA-2016-120397,2016-07-02,2016-07-02,Same Day,RB-19435
CA-2018-163902,2018-03-02,2018-03-08,Standard Class,MY-17380
CA-2017-136812,2017-11-18,2017-11-23,Standard Class,AW-10930
CA-2016-102722,2016-04-18,2016-04-19,First Class,KW-16570
CA-2018-155089,2018-12-02,2018-12-06,Standard Class,DB-12910
CA-2017-124506,2017-11-11,2017-11-17,Standard Class,BB-11545
CA-2015-106572,2015-09-05,2015-09-10,Standard Class,NP-18700
CA-2015-128888,2015-11-15,2015-11-22,Standard Class,PB-19105
CA-2018-123134,2018-05-02,2018-05-07,Standard Class,DW-13585
CA-2017-124352,2017-10-15,2017-10-21,Standard Class,CD-12790
CA-2016-124541,2016-04-06,2016-04-10,Standard Class,TT-21220
CA-2015-108707,2015-10-24,2015-10-29,Standard Class,DB-12910
CA-2015-111500,2015-08-17,2015-08-21,Standard Class,DJ-13510
US-2018-117723,2018-08-15,2018-08-18,Second Class,DL-13495
CA-2016-143238,2016-09-06,2016-09-08,First Class,LO-17170
CA-2016-168746,2016-01-27,2016-01-29,Second Class,SV-20365
CA-2016-113404,2016-07-16,2016-07-16,Same Day,EM-13810
CA-2017-144792,2017-04-30,2017-05-04,Standard Class,KD-16615
CA-2015-164385,2015-09-26,2015-10-01,Second Class,NB-18580
US-2017-114174,2017-09-08,2017-09-14,Standard Class,AP-10720
CA-2018-108070,2018-04-16,2018-04-20,Standard Class,JE-15745
US-2016-128090,2016-08-16,2016-08-22,Standard Class,JM-15865
CA-2018-101042,2018-11-19,2018-11-23,Standard Class,AB-10105
CA-2017-155439,2017-09-14,2017-09-18,Standard Class,PN-18775
CA-2017-118626,2017-08-15,2017-08-20,Standard Class,JC-15775
CA-2016-111458,2016-09-26,2016-09-30,Standard Class,PF-19165
US-2017-126844,2017-10-08,2017-10-14,Standard Class,BW-11110
US-2016-112508,2016-03-24,2016-03-30,Standard Class,BP-11185
CA-2016-147788,2016-05-31,2016-06-04,Standard Class,TM-21010
CA-2016-144288,2016-12-25,2016-12-31,Standard Class,MB-17305
CA-2016-110632,2016-03-17,2016-03-22,Second Class,HR-14830
CA-2018-109589,2018-12-21,2018-12-24,First Class,BD-11635
CA-2018-123967,2018-11-01,2018-11-03,Second Class,SF-20200
CA-2018-148929,2018-09-07,2018-09-11,Standard Class,SP-20620
CA-2018-134404,2018-12-27,2018-12-27,Same Day,DR-12880
CA-2018-109778,2018-07-16,2018-07-21,Standard Class,VM-21685
CA-2017-155845,2017-08-12,2017-08-15,Second Class,CM-12235
CA-2018-145128,2018-07-09,2018-07-14,Standard Class,SM-20320
CA-2015-129091,2015-11-22,2015-11-27,Standard Class,RA-19885
US-2015-155502,2015-01-26,2015-01-31,Standard Class,SD-20485
CA-2016-121041,2016-11-03,2016-11-10,Standard Class,CS-12250
CA-2018-131695,2018-06-30,2018-07-06,Standard Class,RA-19285
CA-2017-137729,2017-05-05,2017-05-09,Standard Class,BF-11005
US-2017-115455,2017-09-08,2017-09-14,Standard Class,SE-20110
CA-2018-128300,2018-11-24,2018-11-26,Second Class,RS-19765
CA-2018-149048,2018-05-13,2018-05-17,Standard Class,BM-11650
CA-2018-108553,2018-04-23,2018-04-29,Standard Class,SK-19990
CA-2017-165848,2017-06-04,2017-06-04,Same Day,EN-13780
CA-2015-112718,2015-12-16,2015-12-21,Standard Class,KN-16450
CA-2017-154053,2017-03-04,2017-03-10,Standard Class,MG-17890
CA-2015-127446,2015-11-25,2015-11-30,Standard Class,MC-17590
CA-2017-137204,2017-04-28,2017-05-05,Standard Class,BO-11350
CA-2015-147298,2015-04-26,2015-05-03,Standard Class,AG-10300
CA-2018-147942,2018-04-01,2018-04-05,Standard Class,MS-17365
CA-2018-115931,2018-12-22,2018-12-26,Standard Class,JM-15655
CA-2015-164861,2015-12-03,2015-12-06,Second Class,MC-17635
CA-2018-127180,2018-10-22,2018-10-24,First Class,TA-21385
US-2018-165344,2018-11-13,2018-11-15,First Class,SB-20290
CA-2016-168186,2016-09-10,2016-09-15,Standard Class,AB-10150
US-2018-110604,2018-05-15,2018-05-20,Standard Class,JF-15295
CA-2016-116750,2016-07-05,2016-07-10,Second Class,BF-10975
CA-2016-162369,2016-08-15,2016-08-19,Standard Class,TT-21265
CA-2018-108441,2018-06-12,2018-06-18,Standard Class,SB-20170
CA-2016-169740,2016-02-20,2016-02-25,Standard Class,LM-17065
CA-2017-124051,2017-12-29,2017-12-30,First Class,KA-16525
CA-2017-149111,2017-04-17,2017-04-21,Second Class,BF-11170
CA-2015-131002,2015-09-07,2015-09-12,Second Class,TB-21400
US-2017-146794,2017-09-26,2017-10-01,Standard Class,SH-19975
CA-2018-112515,2018-09-17,2018-09-21,Second Class,AS-10225
CA-2017-150343,2017-08-16,2017-08-20,Standard Class,PK-19075
CA-2016-135538,2016-12-24,2016-12-28,Standard Class,HR-14830
CA-2018-123372,2018-11-28,2018-12-02,Standard Class,DG-13300
CA-2018-159604,2018-04-14,2018-04-15,First Class,CL-12700
CA-2017-164784,2017-05-01,2017-05-04,First Class,HF-14995
CA-2017-111794,2017-10-01,2017-10-01,Same Day,HG-15025
US-2016-139759,2016-08-25,2016-08-30,Standard Class,NL-18310
CA-2015-126403,2015-09-09,2015-09-12,Second Class,RR-19525
CA-2018-136875,2018-12-03,2018-12-03,Same Day,TC-21295
CA-2018-132185,2018-11-27,2018-12-02,Standard Class,DB-13615
US-2015-160780,2015-06-21,2015-06-21,Same Day,SV-20785
CA-2018-127026,2018-01-21,2018-01-27,Standard Class,MH-18115
CA-2018-137085,2018-06-29,2018-07-06,Standard Class,CT-11995
CA-2017-133123,2017-09-06,2017-09-11,Standard Class,KB-16315
US-2017-128195,2017-08-04,2017-08-05,First Class,RA-19285
CA-2016-153220,2016-11-12,2016-11-14,First Class,YC-21895
CA-2015-123064,2015-06-30,2015-07-02,First Class,RA-19915
CA-2018-156412,2018-12-04,2018-12-08,Standard Class,CM-12160
US-2017-144211,2017-08-28,2017-09-02,Standard Class,CS-12130
CA-2017-138079,2017-01-22,2017-01-28,Standard Class,AJ-10795
CA-2015-143182,2015-10-15,2015-10-20,Standard Class,DL-12865
CA-2017-161662,2017-02-07,2017-02-09,First Class,BE-11410
CA-2015-145317,2015-03-18,2015-03-23,Standard Class,SM-20320
CA-2015-143413,2015-05-24,2015-05-30,Standard Class,RP-19390
CA-2018-156818,2018-07-11,2018-07-13,Second Class,JD-16015
CA-2018-155873,2018-06-16,2018-06-21,Standard Class,AB-10255
CA-2016-121797,2016-01-30,2016-02-06,Standard Class,CC-12145
US-2016-120572,2016-12-11,2016-12-15,Standard Class,GH-14425
CA-2018-132430,2018-10-09,2018-10-11,First Class,CP-12085
CA-2018-146031,2018-07-29,2018-08-01,Second Class,GM-14440
CA-2015-110100,2015-04-25,2015-04-29,Standard Class,LC-16885
CA-2016-103723,2016-12-01,2016-12-06,Standard Class,BT-11305
CA-2015-127187,2015-12-04,2015-12-08,Standard Class,CP-12085
CA-2018-128475,2018-08-26,2018-09-01,Standard Class,SC-20680
CA-2015-100006,2015-09-07,2015-09-13,Standard Class,DK-13375
CA-2018-144827,2018-12-21,2018-12-27,Standard Class,SE-20110
CA-2015-110030,2015-12-06,2015-12-08,Second Class,LF-17185
CA-2015-121286,2015-11-04,2015-11-08,Second Class,ON-18715
CA-2017-164735,2017-04-14,2017-04-19,Second Class,TB-21400
CA-2015-153479,2015-10-04,2015-10-08,Standard Class,DF-13135
CA-2018-149888,2018-11-07,2018-11-13,Standard Class,EP-13915
CA-2018-119193,2018-12-22,2018-12-24,First Class,SK-19990
CA-2018-104801,2018-02-13,2018-02-19,Standard Class,FH-14350
CA-2015-107594,2015-07-02,2015-07-06,Standard Class,EH-13945
CA-2016-129770,2016-02-21,2016-02-23,Second Class,JE-15715
CA-2016-115798,2016-11-13,2016-11-19,Standard Class,KL-16645
CA-2018-122707,2018-04-16,2018-04-18,First Class,EB-13750
CA-2017-165015,2017-02-25,2017-02-27,Second Class,BD-11725
CA-2015-149244,2015-11-04,2015-11-08,Standard Class,MS-17530
CA-2016-140144,2016-06-20,2016-06-25,Second Class,SC-20770
CA-2018-163321,2018-08-07,2018-08-11,Second Class,FM-14380
CA-2015-155887,2015-05-12,2015-05-17,Standard Class,KT-16480
US-2016-165449,2016-11-22,2016-11-26,Standard Class,AP-10720
CA-2016-110247,2016-12-04,2016-12-08,Standard Class,RH-19555
US-2015-141257,2015-06-08,2015-06-14,Standard Class,CS-11950
CA-2015-154669,2015-08-08,2015-08-11,Second Class,TM-21010
CA-2015-158029,2015-05-26,2015-05-30,Standard Class,HF-14995
CA-2016-155306,2016-04-17,2016-04-21,Standard Class,GA-14515
CA-2017-127775,2017-06-11,2017-06-13,Second Class,ES-14020
CA-2017-146171,2017-03-11,2017-03-15,Standard Class,JP-16135
CA-2015-129574,2015-05-26,2015-05-29,First Class,Dp-13240
CA-2018-126536,2018-10-12,2018-10-14,First Class,NK-18490
CA-2018-165757,2018-06-22,2018-06-28,Standard Class,PL-18925
CA-2018-167752,2018-01-15,2018-01-18,First Class,RW-19690
US-2016-122140,2016-04-02,2016-04-07,Standard Class,MO-17950
CA-2017-163986,2017-09-03,2017-09-10,Standard Class,JJ-15445
CA-2018-158967,2018-12-10,2018-12-12,First Class,BT-11680
CA-2017-131576,2017-11-22,2017-11-26,Standard Class,RD-19585
CA-2018-143455,2018-11-11,2018-11-18,Standard Class,ML-17755
CA-2017-144729,2017-10-21,2017-10-25,Standard Class,JE-15745
CA-2016-127019,2016-12-21,2016-12-25,Standard Class,ER-13855
CA-2016-138534,2016-07-17,2016-07-19,Second Class,JM-15535
CA-2018-108322,2018-04-30,2018-05-05,Standard Class,SS-20140
CA-2018-167668,2018-05-06,2018-05-08,First Class,TC-21295
CA-2018-146724,2018-11-20,2018-11-27,Standard Class,HG-15025
CA-2017-139878,2017-11-11,2017-11-16,Standard Class,LD-17005
US-2017-106677,2017-11-05,2017-11-10,Standard Class,AS-10285
CA-2017-116974,2017-10-09,2017-10-15,Standard Class,MP-17965
CA-2016-149972,2016-09-21,2016-09-23,First Class,CD-12790
US-2015-117744,2015-12-02,2015-12-06,Standard Class,MD-17860
CA-2015-125514,2015-09-21,2015-09-22,First Class,BM-11650
CA-2015-154599,2015-04-12,2015-04-17,Standard Class,KN-16450
CA-2018-158743,2018-10-20,2018-10-27,Standard Class,IG-15085
CA-2017-153318,2017-10-25,2017-10-28,First Class,JS-15595
US-2016-110163,2016-11-01,2016-11-04,First Class,GA-14725
CA-2018-143329,2018-11-03,2018-11-08,Standard Class,DL-13330
CA-2016-159380,2016-05-12,2016-05-16,Standard Class,CS-12505
CA-2016-122623,2016-09-07,2016-09-11,Standard Class,CC-12145
CA-2016-148635,2016-07-25,2016-07-27,Second Class,MH-18025
CA-2016-135685,2016-11-16,2016-11-18,Second Class,MP-18175
CA-2016-104626,2016-09-01,2016-09-08,Standard Class,DR-12940
CA-2017-160500,2017-05-05,2017-05-08,First Class,DM-13015
CA-2017-100202,2017-12-31,2018-01-05,Standard Class,BD-11620
CA-2018-131016,2018-09-18,2018-09-20,First Class,DC-12850
US-2015-112914,2015-09-25,2015-09-30,Standard Class,MT-18070
CA-2017-124149,2017-04-23,2017-04-26,First Class,MJ-17740
CA-2015-148915,2015-11-01,2015-11-05,Standard Class,ND-18370
CA-2018-134649,2018-01-26,2018-01-31,Second Class,CA-11965
CA-2018-110842,2018-11-11,2018-11-16,Standard Class,GA-14725
CA-2017-147368,2017-06-09,2017-06-12,First Class,TC-21295
US-2016-104185,2016-09-03,2016-09-08,Second Class,JB-15400
US-2015-125521,2015-03-14,2015-03-19,Standard Class,CK-12325
US-2018-135062,2018-08-31,2018-09-04,Second Class,RL-19615
CA-2018-135650,2018-03-23,2018-03-27,Standard Class,AC-10660
CA-2018-112865,2018-05-18,2018-05-22,Standard Class,BH-11710
US-2017-162852,2017-12-27,2017-12-31,Standard Class,BG-11695
CA-2018-138163,2018-11-17,2018-11-20,First Class,XP-21865
CA-2018-152093,2018-09-10,2018-09-15,Standard Class,SN-20560
CA-2018-157854,2018-04-08,2018-04-15,Standard Class,DM-13345
CA-2017-123617,2017-11-28,2017-12-03,Standard Class,AJ-10780
US-2017-128293,2017-06-02,2017-06-05,First Class,KC-16255
CA-2018-107342,2018-12-17,2018-12-22,Standard Class,VF-21715
CA-2017-136371,2017-03-19,2017-03-21,Second Class,SV-20935
CA-2018-137344,2018-08-20,2018-08-20,Same Day,EM-13810
CA-2018-169810,2018-07-25,2018-07-31,Standard Class,RB-19360
CA-2017-128594,2017-08-26,2017-08-29,First Class,DJ-13510
CA-2017-154690,2017-08-15,2017-08-17,Second Class,CC-12370
CA-2018-138975,2018-05-19,2018-05-23,Standard Class,SC-20380
CA-2018-106537,2018-08-12,2018-08-17,Standard Class,RH-19495
US-2018-103828,2018-08-13,2018-08-13,Same Day,JK-15370
CA-2017-115588,2017-11-10,2017-11-12,Second Class,AF-10885
CA-2018-143861,2018-06-12,2018-06-19,Standard Class,LC-16885
CA-2015-148040,2015-03-22,2015-03-26,Standard Class,BF-11275
CA-2018-135167,2018-06-15,2018-06-20,Standard Class,SC-20800
CA-2018-137022,2018-11-16,2018-11-22,Standard Class,SW-20275
US-2018-102638,2018-12-29,2018-12-31,First Class,MC-17845
US-2017-167339,2017-01-21,2017-01-23,Second Class,TD-20995
CA-2017-152072,2017-01-15,2017-01-19,Standard Class,Dp-13240
CA-2017-102932,2017-09-19,2017-09-23,Second Class,SD-20485
CA-2015-165540,2015-02-21,2015-02-25,Standard Class,TM-21010
CA-2017-130799,2017-11-11,2017-11-16,Second Class,BK-11260
CA-2017-164483,2017-01-30,2017-02-03,Standard Class,JF-15490
US-2017-159856,2017-10-18,2017-10-22,Standard Class,EP-13915
CA-2018-102099,2018-12-18,2018-12-19,First Class,EP-13915
CA-2018-164049,2018-11-02,2018-11-06,Standard Class,KH-16630
CA-2015-142727,2015-04-29,2015-05-01,Second Class,HG-14845
CA-2018-139913,2018-10-23,2018-10-29,Standard Class,JC-16105
CA-2015-169033,2015-03-30,2015-04-03,Standard Class,KM-16720
US-2017-164630,2017-01-04,2017-01-09,Standard Class,EB-13975
US-2016-114839,2016-04-26,2016-04-30,Standard Class,PW-19240
CA-2016-166464,2016-09-12,2016-09-17,Standard Class,PG-18895
CA-2018-124898,2018-09-11,2018-09-15,Standard Class,DB-12910
CA-2017-164035,2017-06-12,2017-06-17,Standard Class,CR-12730
CA-2017-153577,2017-06-27,2017-07-01,Standard Class,KH-16330
CA-2015-127586,2015-09-26,2015-09-30,Standard Class,CS-12400
CA-2018-121615,2018-11-03,2018-11-09,Standard Class,DL-12925
CA-2018-166415,2018-02-19,2018-02-23,Standard Class,ME-17725
CA-2016-118444,2016-11-05,2016-11-09,Standard Class,VD-21670
CA-2015-113929,2015-06-16,2015-06-21,Standard Class,CK-12205
CA-2016-134747,2016-10-12,2016-10-17,Second Class,DL-12925
CA-2018-155047,2018-08-27,2018-08-30,First Class,SE-20110
CA-2017-160129,2017-11-23,2017-11-23,Same Day,LS-17200
CA-2018-164329,2018-01-30,2018-01-30,Same Day,MM-17920
US-2016-141453,2016-11-30,2016-12-03,Second Class,DB-13270
CA-2015-156993,2015-06-28,2015-07-04,Standard Class,RW-19630
CA-2015-157721,2015-09-02,2015-09-05,First Class,JM-16195
CA-2018-128629,2018-07-10,2018-07-14,Second Class,BP-11155
CA-2018-158106,2018-06-04,2018-06-10,Standard Class,CT-11995
US-2018-120390,2018-10-19,2018-10-26,Standard Class,TH-21550
CA-2018-143434,2018-11-18,2018-11-24,Standard Class,ME-17320
CA-2016-168564,2016-08-08,2016-08-08,Same Day,TT-21220
US-2017-169040,2017-12-06,2017-12-12,Standard Class,GT-14710
CA-2018-155880,2018-03-25,2018-03-31,Standard Class,JD-16150
CA-2018-126242,2018-11-19,2018-11-24,Standard Class,MC-18100
CA-2017-166443,2017-11-04,2017-11-05,First Class,LH-17020
CA-2018-169859,2018-12-14,2018-12-18,Standard Class,MP-18175
CA-2018-134915,2018-11-12,2018-11-12,Same Day,EM-14140
CA-2017-153353,2017-08-18,2017-08-24,Standard Class,GG-14650
CA-2018-123638,2018-06-27,2018-07-04,Standard Class,MA-17995
CA-2018-168900,2018-05-04,2018-05-09,Standard Class,SH-20395
CA-2016-158456,2016-12-24,2016-12-29,Standard Class,KT-16465
CA-2018-143665,2018-04-26,2018-05-01,Standard Class,PO-19180
CA-2018-137428,2018-12-16,2018-12-21,Second Class,AY-10555
CA-2015-162866,2015-12-27,2015-12-31,Standard Class,Co-12640
CA-2018-167941,2018-11-06,2018-11-09,Second Class,JF-15565
CA-2018-111808,2018-12-16,2018-12-20,Standard Class,AR-10510
CA-2016-137512,2016-05-07,2016-05-12,Standard Class,AG-10675
CA-2018-139773,2018-12-04,2018-12-04,Same Day,DV-13045
CA-2018-134607,2018-10-03,2018-10-08,Second Class,HL-15040
CA-2015-109232,2015-01-13,2015-01-16,Second Class,ND-18370
CA-2016-139850,2016-06-12,2016-06-17,Standard Class,GB-14575
CA-2015-131310,2015-07-12,2015-07-18,Standard Class,CL-12565
US-2015-112872,2015-12-06,2015-12-11,Second Class,RC-19960
CA-2017-139269,2017-05-25,2017-05-30,Standard Class,JB-16045
CA-2017-139010,2017-02-21,2017-02-26,Second Class,MC-17635
